   2+( 8) 10.693    3+( 3)  8.690  2.003     15.4(  3.0)     11.0(  2.2)
   2+( 8) 10.693    2+( 5)  8.859  1.833     28.3(  5.6)     28.3(  5.6)
   2+( 8) 10.693    1+( 2)  9.048  1.645      1.9(  0.4)      3.2(  0.6)
   2+( 8) 10.693    4+( 3)  9.368  1.324      2.9(  0.6)      1.6(  0.3)
   2+( 8) 10.693    3+( 4)  9.519  1.173      0.1(  0.0)      0.0(  0.0)
   2+( 8) 10.693    2+( 6)  9.564  1.129      0.0(  0.0)      0.0(  0.0)
   2+( 8) 10.693    0+( 4)  9.649  1.043     30.7(  6.1)    153.7( 30.4)
   2+( 8) 10.693    2+( 7)  9.786  0.907      1.2(  0.2)      1.2(  0.2)
   2+( 8) 10.693    4+( 4) 10.064  0.629     11.4(  2.3)      6.3(  1.3)
   2+( 8) 10.693    3+( 5) 10.520  0.172      0.1(  0.0)      0.0(  0.0)
   2+( 8) 10.693    0+( 5) 10.535  0.158      0.0(  0.0)      0.0(  0.0)
   2+( 8) 10.693    3+( 6) 10.642  0.051     11.4(  2.3)      8.2(  1.6)
   4+( 5) 10.727    2+( 1)  1.940  8.787      1.0(  0.2)      1.9(  0.4)
   4+( 5) 10.727    4+( 1)  4.548  6.179      4.8(  0.9)      4.8(  0.9)
   4+( 5) 10.727    3+( 1)  6.459  4.268      6.3(  1.3)      8.1(  1.6)
   4+( 5) 10.727    4+( 2)  7.068  3.659      1.0(  0.2)      1.0(  0.2)
   4+( 5) 10.727    2+( 2)  7.524  3.203      2.0(  0.4)      3.5(  0.7)
   4+( 5) 10.727    3+( 2)  8.039  2.688      1.1(  0.2)      1.4(  0.3)
   4+( 5) 10.727    2+( 3)  8.072  2.655      0.9(  0.2)      1.5(  0.3)
   4+( 5) 10.727    6+( 1)  8.395  2.332      2.2(  0.4)      1.6(  0.3)
   4+( 5) 10.727    2+( 4)  8.490  2.237      7.1(  1.4)     12.8(  2.5)
   4+( 5) 10.727    3+( 3)  8.690  2.037     24.0(  4.7)     30.8(  6.1)
   4+( 5) 10.727    2+( 5)  8.859  1.868      8.7(  1.7)     15.7(  3.1)
   4+( 5) 10.727    5+( 1)  9.301  1.426      7.9(  1.6)      6.5(  1.3)
   4+( 5) 10.727    4+( 3)  9.368  1.359      5.4(  1.1)      5.4(  1.1)
   4+( 5) 10.727    3+( 4)  9.519  1.208      0.1(  0.0)      0.2(  0.0)
