   4+( 5) 10.727    2+( 6)  9.564  1.163      0.3(  0.1)      0.5(  0.1)
   4+( 5) 10.727    2+( 7)  9.786  0.941     14.7(  2.9)     26.4(  5.2)
   4+( 5) 10.727    4+( 4) 10.064  0.663     12.9(  2.6)     12.9(  2.6)
   4+( 5) 10.727    5+( 2) 10.424  0.303      0.1(  0.0)      0.1(  0.0)
   4+( 5) 10.727    3+( 5) 10.520  0.207      0.3(  0.1)      0.4(  0.1)
   4+( 5) 10.727    3+( 6) 10.642  0.085     32.8(  6.5)     42.2(  8.4)
   4+( 5) 10.727    2+( 8) 10.693  0.034      8.6(  1.7)     15.5(  3.1)
   1+( 3) 10.787    2+( 1)  1.940  8.847      0.5(  0.1)      0.3(  0.1)
   1+( 3) 10.787    3+( 1)  6.459  4.328      1.0(  0.2)      0.4(  0.1)
   1+( 3) 10.787    2+( 2)  7.524  3.264      0.2(  0.0)      0.1(  0.0)
   1+( 3) 10.787    3+( 2)  8.039  2.748      0.0(  0.0)      0.0(  0.0)
   1+( 3) 10.787    2+( 3)  8.072  2.715      0.4(  0.1)      0.3(  0.1)
   1+( 3) 10.787    1+( 1)  8.430  2.357      0.7(  0.1)      0.7(  0.1)
   1+( 3) 10.787    2+( 4)  8.490  2.297      0.8(  0.2)      0.5(  0.1)
   1+( 3) 10.787    3+( 3)  8.690  2.097      0.7(  0.1)      0.3(  0.1)
   1+( 3) 10.787    2+( 5)  8.859  1.928      0.1(  0.0)      0.0(  0.0)
   1+( 3) 10.787    1+( 2)  9.048  1.739      0.0(  0.0)      0.0(  0.0)
   1+( 3) 10.787    3+( 4)  9.519  1.268     39.7(  7.9)     17.0(  3.4)
   1+( 3) 10.787    2+( 6)  9.564  1.224     21.0(  4.2)     12.6(  2.5)
   1+( 3) 10.787    2+( 7)  9.786  1.001      0.0(  0.0)      0.0(  0.0)
   1+( 3) 10.787    3+( 5) 10.520  0.267      3.7(  0.7)      1.6(  0.3)
   1+( 3) 10.787    3+( 6) 10.642  0.146      0.1(  0.0)      0.0(  0.0)
   1+( 3) 10.787    2+( 8) 10.693  0.095      0.0(  0.0)      0.0(  0.0)
   0+( 6) 10.857    2+( 1)  1.940  8.917      0.1(  0.0)      0.0(  0.0)
   0+( 6) 10.857    2+( 2)  7.524  3.333      2.8(  0.6)      0.6(  0.1)
   0+( 6) 10.857    2+( 3)  8.072  2.785      1.6(  0.3)      0.3(  0.1)
   0+( 6) 10.857    2+( 4)  8.490  2.367      4.3(  0.8)      0.9(  0.2)
   0+( 6) 10.857    2+( 5)  8.859  1.998     28.3(  5.6)      5.7(  1.1)
   0+( 6) 10.857    2+( 6)  9.564  1.293      0.0(  0.0)      0.0(  0.0)
   0+( 6) 10.857    2+( 7)  9.786  1.071     12.9(  2.6)      2.6(  0.5)
   0+( 6) 10.857    2+( 8) 10.693  0.164     53.8( 10.6)     10.8(  2.1)
   1+( 4) 10.924    2+( 1)  1.940  8.984      0.0(  0.0)      0.0(  0.0)
   1+( 4) 10.924    3+( 1)  6.459  4.465      2.0(  0.4)      0.9(  0.2)
   1+( 4) 10.924    2+( 2)  7.524  3.400      1.1(  0.2)      0.6(  0.1)
   1+( 4) 10.924    3+( 2)  8.039  2.885      0.8(  0.2)      0.3(  0.1)
   1+( 4) 10.924    2+( 3)  8.072  2.852      0.3(  0.1)      0.2(  0.0)
   1+( 4) 10.924    1+( 1)  8.430  2.494     13.9(  2.7)     13.9(  2.7)
   1+( 4) 10.924    2+( 4)  8.490  2.434     14.6(  2.9)      8.8(  1.7)
   1+( 4) 10.924    3+( 3)  8.690  2.234      1.0(  0.2)      0.4(  0.1)
   1+( 4) 10.924    2+( 5)  8.859  2.065      1.3(  0.3)      0.8(  0.2)
   1+( 4) 10.924    1+( 2)  9.048  1.876     22.6(  4.5)     22.6(  4.5)
   1+( 4) 10.924    3+( 4)  9.519  1.405      0.1(  0.0)      0.1(  0.0)
   1+( 4) 10.924    2+( 6)  9.564  1.360      0.1(  0.0)      0.1(  0.0)
   1+( 4) 10.924    2+( 7)  9.786  1.138      5.6(  1.1)      3.3(  0.7)
   1+( 4) 10.924    3+( 5) 10.520  0.404      0.0(  0.0)      0.0(  0.0)
   1+( 4) 10.924    3+( 6) 10.642  0.282      5.5(  1.1)      2.4(  0.5)
   1+( 4) 10.924    2+( 8) 10.693  0.231      0.0(  0.0)      0.0(  0.0)
   1+( 4) 10.924    1+( 3) 10.787  0.137      0.7(  0.1)      0.7(  0.1)
   3+( 7) 10.941    2+( 1)  1.940  9.001      0.0(  0.0)      0.0(  0.0)
   3+( 7) 10.941    4+( 1)  4.548  6.393      0.5(  0.1)      0.4(  0.1)
   3+( 7) 10.941    3+( 1)  6.459  4.482      0.2(  0.0)      0.2(  0.0)
   3+( 7) 10.941    4+( 2)  7.068  3.873      1.2(  0.2)      1.0(  0.2)
   3+( 7) 10.941    2+( 2)  7.524  3.418      6.6(  1.3)      9.2(  1.8)
   3+( 7) 10.941    3+( 2)  8.039  2.902      3.6(  0.7)      3.6(  0.7)
   3+( 7) 10.941    2+( 3)  8.072  2.869      9.6(  1.9)     13.4(  2.6)
   3+( 7) 10.941    1+( 1)  8.430  2.511      1.1(  0.2)      2.5(  0.5)
   3+( 7) 10.941    2+( 4)  8.490  2.451      3.1(  0.6)      4.3(  0.8)
   3+( 7) 10.941    3+( 3)  8.690  2.251     20.6(  4.1)     20.6(  4.1)
   3+( 7) 10.941    2+( 5)  8.859  2.082      1.4(  0.3)      2.0(  0.4)
   3+( 7) 10.941    1+( 2)  9.048  1.893     32.3(  6.4)     75.3( 14.9)
   3+( 7) 10.941    5+( 1)  9.301  1.640      0.7(  0.1)      0.4(  0.1)
   3+( 7) 10.941    4+( 3)  9.368  1.573      5.6(  1.1)      4.3(  0.9)
   3+( 7) 10.941    3+( 4)  9.519  1.422      0.0(  0.0)      0.0(  0.0)
   3+( 7) 10.941    2+( 6)  9.564  1.377      0.1(  0.0)      0.1(  0.0)
   3+( 7) 10.941    2+( 7)  9.786  1.155      9.3(  1.8)     13.0(  2.6)
   3+( 7) 10.941    4+( 4) 10.064  0.877      0.8(  0.2)      0.6(  0.1)
   3+( 7) 10.941    5+( 2) 10.424  0.517      3.2(  0.6)      2.1(  0.4)
   3+( 7) 10.941    3+( 5) 10.520  0.421      0.0(  0.0)      0.0(  0.0)
   3+( 7) 10.941    3+( 6) 10.642  0.299     16.0(  3.2)     16.0(  3.2)
   3+( 7) 10.941    2+( 8) 10.693  0.248      0.4(  0.1)      0.5(  0.1)
   3+( 7) 10.941    4+( 5) 10.727  0.214      9.5(  1.9)      7.4(  1.5)
   3+( 7) 10.941    1+( 3) 10.787  0.154      0.0(  0.0)      0.0(  0.0)
   3+( 7) 10.941    1+( 4) 10.924  0.017      5.4(  1.1)     12.6(  2.5)
   6+( 2) 11.029    4+( 1)  4.548  6.481     21.6(  4.3)     31.3(  6.2)
   6+( 2) 11.029    4+( 2)  7.068  3.961      0.2(  0.0)      0.2(  0.0)
   6+( 2) 11.029    6+( 1)  8.395  2.634      1.3(  0.2)      1.3(  0.2)
   6+( 2) 11.029    5+( 1)  9.301  1.728      5.5(  1.1)      6.6(  1.3)
   6+( 2) 11.029    4+( 3)  9.368  1.661      1.8(  0.4)      2.6(  0.5)
   6+( 2) 11.029    4+( 4) 10.064  0.966      0.1(  0.0)      0.2(  0.0)
   6+( 2) 11.029    5+( 2) 10.424  0.605      3.3(  0.7)      3.9(  0.8)
   6+( 2) 11.029    4+( 5) 10.727  0.302      0.4(  0.1)      0.6(  0.1)
   4+( 6) 11.070    2+( 1)  1.940  9.130      0.0(  0.0)      0.1(  0.0)
   4+( 6) 11.070    4+( 1)  4.548  6.522      0.2(  0.0)      0.2(  0.0)
   4+( 6) 11.070    3+( 1)  6.459  4.611      0.0(  0.0)      0.0(  0.0)
   4+( 6) 11.070    4+( 2)  7.068  4.002      0.1(  0.0)      0.1(  0.0)
   4+( 6) 11.070    2+( 2)  7.524  3.547      4.9(  1.0)      8.9(  1.8)
   4+( 6) 11.070    3+( 2)  8.039  3.031      0.4(  0.1)      0.5(  0.1)
   4+( 6) 11.070    2+( 3)  8.072  2.999      2.1(  0.4)      3.7(  0.7)
   4+( 6) 11.070    6+( 1)  8.395  2.675      3.8(  0.8)      2.6(  0.5)
   4+( 6) 11.070    2+( 4)  8.490  2.580     12.9(  2.6)     23.3(  4.6)
   4+( 6) 11.070    3+( 3)  8.690  2.380     29.6(  5.9)     38.1(  7.5)
   4+( 6) 11.070    2+( 5)  8.859  2.211      3.7(  0.7)      6.6(  1.3)
   4+( 6) 11.070    5+( 1)  9.301  1.769      6.4(  1.3)      5.2(  1.0)
   4+( 6) 11.070    4+( 3)  9.368  1.702      6.0(  1.2)      6.0(  1.2)
   4+( 6) 11.070    3+( 4)  9.519  1.551      0.0(  0.0)      0.0(  0.0)
   4+( 6) 11.070    2+( 6)  9.564  1.507      1.3(  0.3)      2.4(  0.5)
   4+( 6) 11.070    2+( 7)  9.786  1.285      1.9(  0.4)      3.4(  0.7)
   4+( 6) 11.070    4+( 4) 10.064  1.007      0.8(  0.2)      0.8(  0.2)
   4+( 6) 11.070    5+( 2) 10.424  0.646      4.8(  0.9)      3.9(  0.8)
   4+( 6) 11.070    3+( 5) 10.520  0.550      0.2(  0.0)      0.2(  0.0)
   4+( 6) 11.070    3+( 6) 10.642  0.429     11.2(  2.2)     14.4(  2.8)
   4+( 6) 11.070    2+( 8) 10.693  0.378      0.7(  0.1)      1.2(  0.2)
   4+( 6) 11.070    4+( 5) 10.727  0.343      0.1(  0.0)      0.1(  0.0)
   4+( 6) 11.070    3+( 7) 10.941  0.129      3.5(  0.7)      4.5(  0.9)
   4+( 6) 11.070    6+( 2) 11.029  0.041      3.6(  0.7)      2.5(  0.5)
   2+( 9) 11.086    0+( 1)  0.000 11.086      0.9(  0.2)      4.6(  0.9)
   2+( 9) 11.086    2+( 1)  1.940  9.146      0.2(  0.0)      0.2(  0.0)
   2+( 9) 11.086    4+( 1)  4.548  6.537      0.1(  0.0)      0.1(  0.0)
   2+( 9) 11.086    0+( 2)  4.821  6.265      0.0(  0.0)      0.1(  0.0)
   2+( 9) 11.086    3+( 1)  6.459  4.627      0.1(  0.0)      0.0(  0.0)
   2+( 9) 11.086    4+( 2)  7.068  4.018      0.3(  0.1)      0.2(  0.0)
   2+( 9) 11.086    0+( 3)  7.477  3.609      0.0(  0.0)      0.2(  0.0)
   2+( 9) 11.086    2+( 2)  7.524  3.562      0.0(  0.0)      0.0(  0.0)
   2+( 9) 11.086    3+( 2)  8.039  3.047      0.9(  0.2)      0.6(  0.1)
   2+( 9) 11.086    2+( 3)  8.072  3.014      0.1(  0.0)      0.1(  0.0)
   2+( 9) 11.086    1+( 1)  8.430  2.656      0.2(  0.0)      0.4(  0.1)
   2+( 9) 11.086    2+( 4)  8.490  2.596      0.1(  0.0)      0.1(  0.0)
   2+( 9) 11.086    3+( 3)  8.690  2.396      0.1(  0.0)      0.1(  0.0)
   2+( 9) 11.086    2+( 5)  8.859  2.227      0.4(  0.1)      0.4(  0.1)
   2+( 9) 11.086    1+( 2)  9.048  2.038      0.0(  0.0)      0.0(  0.0)
   2+( 9) 11.086    4+( 3)  9.368  1.718      0.0(  0.0)      0.0(  0.0)
   2+( 9) 11.086    3+( 4)  9.519  1.567     35.1(  6.9)     25.1(  5.0)
   2+( 9) 11.086    2+( 6)  9.564  1.522      8.8(  1.7)      8.8(  1.7)
   2+( 9) 11.086    0+( 4)  9.649  1.436      0.3(  0.1)      1.5(  0.3)
   2+( 9) 11.086    2+( 7)  9.786  1.300      0.2(  0.0)      0.2(  0.0)
   2+( 9) 11.086    4+( 4) 10.064  1.022      0.1(  0.0)      0.1(  0.0)
   2+( 9) 11.086    3+( 5) 10.520  0.566      4.5(  0.9)      3.2(  0.6)
   2+( 9) 11.086    0+( 5) 10.535  0.551     12.0(  2.4)     60.0( 11.9)
   2+( 9) 11.086    3+( 6) 10.642  0.444      0.2(  0.0)      0.1(  0.0)
   2+( 9) 11.086    2+( 8) 10.693  0.393      0.5(  0.1)      0.5(  0.1)
   2+( 9) 11.086    4+( 5) 10.727  0.359      0.1(  0.0)      0.0(  0.0)
   2+( 9) 11.086    1+( 3) 10.787  0.299      9.7(  1.9)     16.2(  3.2)
   2+( 9) 11.086    0+( 6) 10.857  0.229      0.0(  0.0)      0.2(  0.0)
   2+( 9) 11.086    1+( 4) 10.924  0.162      0.3(  0.1)      0.5(  0.1)
   2+( 9) 11.086    3+( 7) 10.941  0.145      0.0(  0.0)      0.0(  0.0)
   2+( 9) 11.086    4+( 6) 11.070  0.016      0.0(  0.0)      0.0(  0.0)
   1+( 5) 11.161    2+( 1)  1.940  9.221      2.3(  0.5)      1.4(  0.3)
   1+( 5) 11.161    3+( 1)  6.459  4.702      1.0(  0.2)      0.4(  0.1)
   1+( 5) 11.161    2+( 2)  7.524  3.637      0.2(  0.0)      0.1(  0.0)
   1+( 5) 11.161    3+( 2)  8.039  3.122      0.8(  0.2)      0.4(  0.1)
   1+( 5) 11.161    2+( 3)  8.072  3.089      0.2(  0.0)      0.1(  0.0)
   1+( 5) 11.161    1+( 1)  8.430  2.731      0.2(  0.0)      0.2(  0.0)
   1+( 5) 11.161    2+( 4)  8.490  2.671      0.2(  0.0)      0.1(  0.0)
   1+( 5) 11.161    3+( 3)  8.690  2.471      0.0(  0.0)      0.0(  0.0)
   1+( 5) 11.161    2+( 5)  8.859  2.302      0.1(  0.0)      0.0(  0.0)
   1+( 5) 11.161    1+( 2)  9.048  2.113      0.1(  0.0)      0.1(  0.0)
   1+( 5) 11.161    3+( 4)  9.519  1.642     20.4(  4.0)      8.7(  1.7)
   1+( 5) 11.161    2+( 6)  9.564  1.597     26.0(  5.1)     15.6(  3.1)
   1+( 5) 11.161    2+( 7)  9.786  1.375      0.1(  0.0)      0.1(  0.0)
   1+( 5) 11.161    3+( 5) 10.520  0.641     14.4(  2.8)      6.2(  1.2)
   1+( 5) 11.161    3+( 6) 10.642  0.519      0.0(  0.0)      0.0(  0.0)
   1+( 5) 11.161    2+( 8) 10.693  0.468      0.0(  0.0)      0.0(  0.0)
   1+( 5) 11.161    1+( 3) 10.787  0.374     31.3(  6.2)     31.3(  6.2)
   1+( 5) 11.161    1+( 4) 10.924  0.237      0.2(  0.0)      0.2(  0.0)
   1+( 5) 11.161    3+( 7) 10.941  0.220      0.2(  0.0)      0.1(  0.0)
   1+( 5) 11.161    2+( 9) 11.086  0.075     44.9(  8.9)     26.9(  5.3)
   3+( 8) 11.391    2+( 1)  1.940  9.451      0.9(  0.2)      1.3(  0.3)
   3+( 8) 11.391    4+( 1)  4.548  6.842      0.2(  0.0)      0.2(  0.0)
   3+( 8) 11.391    3+( 1)  6.459  4.932      0.0(  0.0)      0.0(  0.0)
   3+( 8) 11.391    4+( 2)  7.068  4.323      0.1(  0.0)      0.1(  0.0)
   3+( 8) 11.391    2+( 2)  7.524  3.867      8.3(  1.6)     11.6(  2.3)
   3+( 8) 11.391    3+( 2)  8.039  3.352      3.3(  0.7)      3.3(  0.7)
   3+( 8) 11.391    2+( 3)  8.072  3.319      2.1(  0.4)      2.9(  0.6)
   3+( 8) 11.391    1+( 1)  8.430  2.961      0.4(  0.1)      1.0(  0.2)
   3+( 8) 11.391    2+( 4)  8.490  2.901     12.5(  2.5)     17.4(  3.5)
   3+( 8) 11.391    3+( 3)  8.690  2.701      3.9(  0.8)      3.9(  0.8)
   3+( 8) 11.391    2+( 5)  8.859  2.531      0.1(  0.0)      0.2(  0.0)
   3+( 8) 11.391    1+( 2)  9.048  2.343     25.2(  5.0)     58.8( 11.6)
   3+( 8) 11.391    5+( 1)  9.301  2.089      0.1(  0.0)      0.1(  0.0)
   3+( 8) 11.391    4+( 3)  9.368  2.023      0.4(  0.1)      0.3(  0.1)
   3+( 8) 11.391    3+( 4)  9.519  1.871      0.1(  0.0)      0.1(  0.0)
   3+( 8) 11.391    2+( 6)  9.564  1.827      0.0(  0.0)      0.0(  0.0)
   3+( 8) 11.391    2+( 7)  9.786  1.605      6.7(  1.3)      9.4(  1.9)
   3+( 8) 11.391    4+( 4) 10.064  1.327      1.5(  0.3)      1.2(  0.2)
   3+( 8) 11.391    5+( 2) 10.424  0.967      2.1(  0.4)      1.3(  0.3)
   3+( 8) 11.391    3+( 5) 10.520  0.870      0.0(  0.0)      0.0(  0.0)
   3+( 8) 11.391    3+( 6) 10.642  0.749     31.7(  6.3)     31.7(  6.3)
   3+( 8) 11.391    2+( 8) 10.693  0.698      7.8(  1.5)     10.9(  2.1)
   3+( 8) 11.391    4+( 5) 10.727  0.664      0.1(  0.0)      0.1(  0.0)
   3+( 8) 11.391    1+( 3) 10.787  0.603      0.0(  0.0)      0.0(  0.0)
   3+( 8) 11.391    1+( 4) 10.924  0.467     27.6(  5.5)     64.5( 12.8)
   3+( 8) 11.391    3+( 7) 10.941  0.450      2.2(  0.4)      2.2(  0.4)
   3+( 8) 11.391    4+( 6) 11.070  0.320      1.3(  0.3)      1.0(  0.2)
   3+( 8) 11.391    2+( 9) 11.086  0.305      0.0(  0.0)      0.1(  0.0)
   3+( 8) 11.391    1+( 5) 11.161  0.230      0.0(  0.0)      0.1(  0.0)
   4+( 7) 11.480    2+( 1)  1.940  9.540      0.0(  0.0)      0.0(  0.0)
   4+( 7) 11.480    4+( 1)  4.548  6.932      0.0(  0.0)      0.0(  0.0)
   4+( 7) 11.480    3+( 1)  6.459  5.021      3.7(  0.7)      4.7(  0.9)
   4+( 7) 11.480    4+( 2)  7.068  4.412      0.3(  0.1)      0.3(  0.1)
   4+( 7) 11.480    2+( 2)  7.524  3.957      0.2(  0.0)      0.3(  0.1)
   4+( 7) 11.480    3+( 2)  8.039  3.441      5.0(  1.0)      6.4(  1.3)
   4+( 7) 11.480    2+( 3)  8.072  3.408      0.3(  0.1)      0.5(  0.1)
   4+( 7) 11.480    6+( 1)  8.395  3.085      0.2(  0.0)      0.2(  0.0)
   4+( 7) 11.480    2+( 4)  8.490  2.990      7.3(  1.5)     13.2(  2.6)
   4+( 7) 11.480    3+( 3)  8.690  2.790     14.7(  2.9)     18.9(  3.8)
   4+( 7) 11.480    2+( 5)  8.859  2.621     11.6(  2.3)     20.8(  4.1)
   4+( 7) 11.480    5+( 1)  9.301  2.179      4.5(  0.9)      3.7(  0.7)
   4+( 7) 11.480    4+( 3)  9.368  2.112      0.6(  0.1)      0.6(  0.1)
   4+( 7) 11.480    3+( 4)  9.519  1.961      0.1(  0.0)      0.1(  0.0)
   4+( 7) 11.480    2+( 6)  9.564  1.917      0.1(  0.0)      0.2(  0.0)
   4+( 7) 11.480    2+( 7)  9.786  1.695     15.8(  3.1)     28.4(  5.6)
   4+( 7) 11.480    4+( 4) 10.064  1.417      0.0(  0.0)      0.0(  0.0)
   4+( 7) 11.480    5+( 2) 10.424  1.056      3.0(  0.6)      2.4(  0.5)
   4+( 7) 11.480    3+( 5) 10.520  0.960      0.1(  0.0)      0.1(  0.0)
   4+( 7) 11.480    3+( 6) 10.642  0.839     57.6( 11.4)     74.1( 14.7)
   4+( 7) 11.480    2+( 8) 10.693  0.788      3.8(  0.7)      6.8(  1.3)
   4+( 7) 11.480    4+( 5) 10.727  0.753      0.9(  0.2)      0.9(  0.2)
   4+( 7) 11.480    3+( 7) 10.941  0.539      0.3(  0.1)      0.3(  0.1)
   4+( 7) 11.480    6+( 2) 11.029  0.451      5.2(  1.0)      3.6(  0.7)
   4+( 7) 11.480    4+( 6) 11.070  0.410     20.7(  4.1)     20.7(  4.1)
   4+( 7) 11.480    2+( 9) 11.086  0.394      0.1(  0.0)      0.2(  0.0)
   4+( 7) 11.480    3+( 8) 11.391  0.090     12.1(  2.4)     15.6(  3.1)
   2+(10) 11.511    0+( 1)  0.000 11.511      0.1(  0.0)      0.4(  0.1)
   2+(10) 11.511    2+( 1)  1.940  9.571      0.0(  0.0)      0.0(  0.0)
   2+(10) 11.511    4+( 1)  4.548  6.962      0.1(  0.0)      0.1(  0.0)
   2+(10) 11.511    0+( 2)  4.821  6.690      0.1(  0.0)      0.4(  0.1)
   2+(10) 11.511    3+( 1)  6.459  5.052      0.0(  0.0)      0.0(  0.0)
   2+(10) 11.511    4+( 2)  7.068  4.443      0.2(  0.0)      0.1(  0.0)
   2+(10) 11.511    0+( 3)  7.477  4.034      0.6(  0.1)      3.2(  0.6)
   2+(10) 11.511    2+( 2)  7.524  3.987      0.2(  0.0)      0.2(  0.0)
   2+(10) 11.511    3+( 2)  8.039  3.472      0.9(  0.2)      0.6(  0.1)
   2+(10) 11.511    2+( 3)  8.072  3.439      7.5(  1.5)      7.5(  1.5)
   2+(10) 11.511    1+( 1)  8.430  3.081      8.1(  1.6)     13.5(  2.7)
   2+(10) 11.511    2+( 4)  8.490  3.021      3.1(  0.6)      3.1(  0.6)
   2+(10) 11.511    3+( 3)  8.690  2.821      1.4(  0.3)      1.0(  0.2)
   2+(10) 11.511    2+( 5)  8.859  2.652     29.1(  5.8)     29.1(  5.8)
   2+(10) 11.511    1+( 2)  9.048  2.463      1.9(  0.4)      3.1(  0.6)
   2+(10) 11.511    4+( 3)  9.368  2.143      0.6(  0.1)      0.3(  0.1)
   2+(10) 11.511    3+( 4)  9.519  1.992      0.0(  0.0)      0.0(  0.0)
   2+(10) 11.511    2+( 6)  9.564  1.947      0.0(  0.0)      0.0(  0.0)
   2+(10) 11.511    0+( 4)  9.649  1.861      1.9(  0.4)      9.3(  1.8)
   2+(10) 11.511    2+( 7)  9.786  1.725      0.3(  0.1)      0.3(  0.1)
   2+(10) 11.511    4+( 4) 10.064  1.447      1.4(  0.3)      0.8(  0.2)
   2+(10) 11.511    3+( 5) 10.520  0.991      0.1(  0.0)      0.1(  0.0)
   2+(10) 11.511    0+( 5) 10.535  0.976      0.0(  0.0)      0.1(  0.0)
   2+(10) 11.511    3+( 6) 10.642  0.869      6.0(  1.2)      4.3(  0.8)
   2+(10) 11.511    2+( 8) 10.693  0.818      0.0(  0.0)      0.0(  0.0)
   2+(10) 11.511    4+( 5) 10.727  0.784      0.0(  0.0)      0.0(  0.0)
   2+(10) 11.511    1+( 3) 10.787  0.724      0.1(  0.0)      0.1(  0.0)
   2+(10) 11.511    0+( 6) 10.857  0.654     19.1(  3.8)     95.6( 18.9)
   2+(10) 11.511    1+( 4) 10.924  0.587      2.7(  0.5)      4.6(  0.9)
   2+(10) 11.511    3+( 7) 10.941  0.570      5.4(  1.1)      3.8(  0.8)
   2+(10) 11.511    4+( 6) 11.070  0.440      0.2(  0.0)      0.1(  0.0)
   2+(10) 11.511    2+( 9) 11.086  0.425      0.0(  0.0)      0.0(  0.0)
   2+(10) 11.511    1+( 5) 11.161  0.350      0.1(  0.0)      0.1(  0.0)
   2+(10) 11.511    3+( 8) 11.391  0.120      9.1(  1.8)      6.5(  1.3)
   2+(10) 11.511    4+( 7) 11.480  0.031      0.5(  0.1)      0.3(  0.1)


B(M1)  ( > -0.0 W.u.)  mass = 28    1 W.u. = 1.8 mu_N^2  
                                           mu_N^2   (W.u.) 
   J_i    Ex_i     J_f    Ex_f   dE        B(M1)->         B(M1)<- 
   3+( 1)  6.459    2+( 1)  1.940  4.519    0.000( 0.00)    0.000( 0.00)
   3+( 1)  6.459    4+( 1)  4.548  1.911    0.000( 0.00)    0.000( 0.00)
   4+( 2)  7.068    4+( 1)  4.548  2.520    0.000( 0.00)    0.000( 0.00)
   4+( 2)  7.068    3+( 1)  6.459  0.609    0.000( 0.00)    0.000( 0.00)
   2+( 2)  7.524    2+( 1)  1.940  5.584    0.000( 0.00)    0.000( 0.00)
   2+( 2)  7.524    3+( 1)  6.459  1.064    0.000( 0.00)    0.000( 0.00)
   3+( 2)  8.039    2+( 1)  1.940  6.099    0.000( 0.00)    0.000( 0.00)
   3+( 2)  8.039    4+( 1)  4.548  3.491    0.000( 0.00)    0.000( 0.00)
   3+( 2)  8.039    3+( 1)  6.459  1.580    0.000( 0.00)    0.000( 0.00)
   3+( 2)  8.039    4+( 2)  7.068  0.971    0.000( 0.00)    0.000( 0.00)
   3+( 2)  8.039    2+( 2)  7.524  0.516    0.000( 0.00)    0.000( 0.00)
   2+( 3)  8.072    2+( 1)  1.940  6.132    0.000( 0.00)    0.000( 0.00)
   2+( 3)  8.072    3+( 1)  6.459  1.613    0.000( 0.00)    0.000( 0.00)
   2+( 3)  8.072    2+( 2)  7.524  0.548    0.000( 0.00)    0.000( 0.00)
   2+( 3)  8.072    3+( 2)  8.039  0.033    0.000( 0.00)    0.000( 0.00)
   1+( 1)  8.430    0+( 1)  0.000  8.430    0.000( 0.00)    0.000( 0.00)
   1+( 1)  8.430    2+( 1)  1.940  6.490    0.000( 0.00)    0.000( 0.00)
   1+( 1)  8.430    0+( 2)  4.821  3.609    0.000( 0.00)    0.000( 0.00)
   1+( 1)  8.430    0+( 3)  7.477  0.953    0.000( 0.00)    0.000( 0.00)
   1+( 1)  8.430    2+( 2)  7.524  0.907    0.000( 0.00)    0.000( 0.00)
   1+( 1)  8.430    2+( 3)  8.072  0.358    0.000( 0.00)    0.000( 0.00)
   2+( 4)  8.490    2+( 1)  1.940  6.550    0.000( 0.00)    0.000( 0.00)
   2+( 4)  8.490    3+( 1)  6.459  2.031    0.000( 0.00)    0.000( 0.00)
   2+( 4)  8.490    2+( 2)  7.524  0.967    0.000( 0.00)    0.000( 0.00)
   2+( 4)  8.490    3+( 2)  8.039  0.451    0.000( 0.00)    0.000( 0.00)
   2+( 4)  8.490    2+( 3)  8.072  0.418    0.000( 0.00)    0.000( 0.00)
   2+( 4)  8.490    1+( 1)  8.430  0.060    0.000( 0.00)    0.000( 0.00)
   3+( 3)  8.690    2+( 1)  1.940  6.750    0.000( 0.00)    0.000( 0.00)
   3+( 3)  8.690    4+( 1)  4.548  4.142    0.000( 0.00)    0.000( 0.00)
   3+( 3)  8.690    3+( 1)  6.459  2.231    0.000( 0.00)    0.000( 0.00)
   3+( 3)  8.690    4+( 2)  7.068  1.622    0.000( 0.00)    0.000( 0.00)
   3+( 3)  8.690    2+( 2)  7.524  1.167    0.000( 0.00)    0.000( 0.00)
   3+( 3)  8.690    3+( 2)  8.039  0.651    0.000( 0.00)    0.000( 0.00)
   3+( 3)  8.690    2+( 3)  8.072  0.618    0.000( 0.00)    0.000( 0.00)
   3+( 3)  8.690    2+( 4)  8.490  0.200    0.000( 0.00)    0.000( 0.00)
   2+( 5)  8.859    2+( 1)  1.940  6.919    0.000( 0.00)    0.000( 0.00)
   2+( 5)  8.859    3+( 1)  6.459  2.400    0.000( 0.00)    0.000( 0.00)
   2+( 5)  8.859    2+( 2)  7.524  1.336    0.000( 0.00)    0.000( 0.00)
   2+( 5)  8.859    3+( 2)  8.039  0.820    0.000( 0.00)    0.000( 0.00)
   2+( 5)  8.859    2+( 3)  8.072  0.787    0.000( 0.00)    0.000( 0.00)
   2+( 5)  8.859    1+( 1)  8.430  0.429    0.000( 0.00)    0.000( 0.00)
   2+( 5)  8.859    2+( 4)  8.490  0.369    0.000( 0.00)    0.000( 0.00)
   2+( 5)  8.859    3+( 3)  8.690  0.169    0.000( 0.00)    0.000( 0.00)
   1+( 2)  9.048    0+( 1)  0.000  9.048    0.001( 0.00)    0.004( 0.00)
   1+( 2)  9.048    2+( 1)  1.940  7.108    0.001( 0.00)    0.000( 0.00)
   1+( 2)  9.048    0+( 2)  4.821  4.227    0.000( 0.00)    0.001( 0.00)
   1+( 2)  9.048    0+( 3)  7.477  1.571    0.000( 0.00)    0.000( 0.00)
   1+( 2)  9.048    2+( 2)  7.524  1.524    0.000( 0.00)    0.000( 0.00)
   1+( 2)  9.048    2+( 3)  8.072  0.976    0.000( 0.00)    0.000( 0.00)
